294,32,505,480,
294,64,505,512,
294,96,505,544,
294,128,505,576,
294,160,505,608,
294,192,505,640,
320,0,524,448,
320,32,524,480,
320,64,524,512,
320,96,524,544,
320,128,524,576,
320,160,524,608,
320,192,524,640,
339,0,550,448,
339,32,550,480,
339,64,550,512,
339,96,550,544,
339,128,550,576,
339,160,550,608,
339,192,550,640,
364,0,569,448,
364,32,569,480,
364,64,569,512,
364,96,569,544,
364,128,569,576,
364,160,569,608,
364,192,569,640,
384,0,595,448,
384,32,595,480,
384,64,595,512,
384,96,595,544,
384,128,595,576,
384,160,595,608,
384,192,595,640,
409,0,614,448,
409,32,614,480,
409,64,614,512,
409,96,614,544,
409,128,614,576,
409,160,614,608,
409,192,614,640,
435,0,640,448,
435,32,640,480,
435,64,640,512,
435,96,640,544,
435,128,640,576,
435,160,640,608,
435,192,640,640,
32,19,300,595,
64,19,326,595,
153,19,422,595,
217,19,486,595,
313,19,576,595,
339,19,608,595,
153,0,390,512,
153,44,390,556,
153,83,390,595,
153,128,390,640,
249,0,486,512,
249,44,486,556,
249,83,486,595,
249,128,486,640,
32,51,236,499,
32,140,236,588,
64,51,268,499,
64,140,268,588,
121,25,332,473,
121,51,332,499,
121,121,332,569,
121,166,332,614,
217,0,422,448,
217,25,422,473,
217,51,422,499,
217,96,422,544,
217,121,422,569,
217,166,422,614,
217,192,422,640,
307,25,518,473,
307,51,518,499,
307,121,518,569,
307,166,518,614,
371,51,576,499,
371,140,576,588,
403,51,608,499,
403,140,608,588,
32,51,300,627,
64,51,326,627,
153,51,422,627,
217,51,486,627,
313,51,576,627,
339,51,608,627,
32,19,236,467,
32,172,236,620,
64,19,268,467,
64,172,268,620,
121,89,332,537,
307,89,518,537,
371,19,576,467,
371,172,576,620,
403,19,608,467,
403,172,608,620,
0,0,640,640,
0,0,576,576,
0,32,576,608,
0,64,576,640,
44,0,620,576,
44,32,620,608,
44,64,620,640,
0,0,512,512,
0,32,512,544,
0,64,512,576,
0,96,512,608,
0,128,512,640,
44,0,556,512,
44,32,556,544,
44,64,556,576,
44,96,556,608,
44,128,556,640,
83,0,595,512,
83,32,595,544,
83,64,595,576,
83,96,595,608,
83,128,595,640,
128,0,640,512,
128,32,640,544,
128,64,640,576,
128,96,640,608,
128,128,640,640,
0,0,448,448,
0,32,448,480,
0,64,448,512,
0,96,448,544,
0,128,448,576,
0,160,448,608,
0,192,448,640,
25,0,473,448,
25,32,473,480,
25,64,473,512,
25,96,473,544,
25,128,473,576,
25,160,473,608,
25,192,473,640,
51,0,499,448,
51,32,499,480,
51,64,499,512,
51,96,499,544,
51,128,499,576,
51,160,499,608,
51,192,499,640,
96,0,544,448,
96,32,544,480,
96,64,544,512,
96,96,544,544,
96,128,544,576,
96,160,544,608,
96,192,544,640,
121,0,569,448,
121,32,569,480,
121,64,569,512,
121,96,569,544,
121,128,569,576,
121,160,569,608,
121,192,569,640,
166,0,614,448,
166,32,614,480,
166,64,614,512,
166,96,614,544,
166,128,614,576,
166,160,614,608,
166,192,614,640,
192,0,640,448,
192,32,640,480,
192,64,640,512,
192,96,640,544,
192,128,640,576,
192,160,640,608,
192,192,640,640,
0,0,384,384,
0,32,384,416,
0,64,384,448,
0,96,384,480,
0,128,384,512,
0,160,384,544,
0,192,384,576,
0,224,384,608,
0,256,384,640,
25,0,409,384,
25,32,409,416,
25,64,409,448,
25,96,409,480,
25,128,409,512,
25,160,409,544,
25,192,409,576,
25,224,409,608,
25,256,409,640,
70,0,454,384,
70,32,454,416,
70,64,454,448,
70,96,454,480,
70,128,454,512,
70,160,454,544,
70,192,454,576,
70,224,454,608,
70,256,454,640,
96,0,480,384,
96,32,480,416,
96,64,480,448,
96,96,480,480,
96,128,480,512,
96,160,480,544,
96,192,480,576,
96,224,480,608,
96,256,480,640,
140,0,524,384,
140,32,524,416,
140,64,524,448,
140,96,524,480,
140,128,524,512,
140,160,524,544,
140,192,524,576,
140,224,524,608,
140,256,524,640,
185,0,569,384,
185,32,569,416,
185,64,569,448,
185,96,569,480,
185,128,569,512,
185,160,569,544,
185,192,569,576,
185,224,569,608,
185,256,569,640,
211,0,595,384,
211,32,595,416,
211,64,595,448,
211,96,595,480,
211,128,595,512,
211,160,595,544,
211,192,595,576,
211,224,595,608,
211,256,595,640,
256,0,640,384,
256,32,640,416,
256,64,640,448,
256,96,640,480,
256,128,640,512,
256,160,640,544,
256,192,640,576,
256,224,640,608,
256,256,640,640,
64,19,640,595,
64,19,576,531,
64,83,576,595,
64,51,512,499,
64,140,512,588,
128,44,512,428,
128,115,512,499,
128,140,512,524,
128,211,512,595,
160,25,544,409,
160,70,544,454,
160,115,544,499,
160,140,544,524,
160,185,544,569,
160,211,544,595,
224,44,608,428,
224,115,608,499,
224,140,608,524,
224,211,608,595,
64,51,576,563,
128,76,512,460,
128,179,512,563,
224,76,608,460,
224,179,608,563,
64,51,640,627,
64,115,576,627,
64,19,512,467,
64,172,512,620,
128,19,512,403,
128,236,512,620,
160,236,544,620,
224,19,608,403,
224,236,608,620,
0,0,640,396,
0,32,640,428,
0,57,640,460,
0,89,640,492,
0,121,640,518,
0,147,640,550,
0,179,640,582,
0,211,640,608,
0,243,640,640,
0,0,576,358,
0,32,576,390,
0,64,576,422,
0,96,576,454,
0,121,576,486,
0,153,576,518,
0,185,576,544,
0,217,576,576,
0,249,576,608,
0,281,576,640,
44,0,620,358,
44,32,620,390,
44,64,620,422,
44,96,620,454,
44,121,620,486,
44,153,620,518,
44,185,620,544,
44,217,620,576,
44,249,620,608,
44,281,620,640,
0,0,512,320,
0,32,512,352,
0,64,512,384,
0,96,512,416,
0,128,512,448,
0,160,512,480,
0,192,512,512,
0,224,512,544,
0,256,512,576,
0,288,512,608,
0,320,512,640,
44,0,556,320,
44,32,556,352,
44,64,556,384,
44,96,556,416,
44,128,556,448,
44,160,556,480,
44,192,556,512,
44,224,556,544,
44,256,556,576,
44,288,556,608,
44,320,556,640,
83,0,595,320,
83,32,595,352,
83,64,595,384,
83,96,595,416,
83,128,595,448,
83,160,595,480,
83,192,595,512,
83,224,595,544,
83,256,595,576,
83,288,595,608,
83,320,595,640,
128,0,640,320,
128,32,640,352,
128,64,640,384,
128,96,640,416,
128,128,640,448,
128,160,640,480,
128,192,640,512,
128,224,640,544,
128,256,640,576,
128,288,640,608,
128,320,640,640,
0,0,448,281,
0,32,448,307,
0,57,448,339,
0,89,448,371,
0,121,448,396,
0,147,448,428,
0,179,448,460,
0,211,448,492,
0,243,448,518,
0,268,448,550,
0,300,448,582,
0,332,448,608,
0,358,448,640,
25,0,473,281,
25,32,473,307,
25,57,473,339,
25,89,473,371,
25,121,473,396,
25,147,473,428,
25,179,473,460,
25,211,473,492,
25,243,473,518,
25,268,473,550,
25,300,473,582,
25,332,473,608,
25,358,473,640,
51,0,499,281,
51,32,499,307,
51,57,499,339,
51,89,499,371,
51,121,499,396,
51,147,499,428,
51,179,499,460,
51,211,499,492,
51,243,499,518,
51,268,499,550,
51,300,499,582,
51,332,499,608,
51,358,499,640,
96,0,544,281,
96,32,544,307,
96,57,544,339,
96,89,544,371,
96,121,544,396,
96,147,544,428,
96,179,544,460,
96,211,544,492,
96,243,544,518,
96,268,544,550,
96,300,544,582,
96,332,544,608,
96,358,544,640,
121,0,569,281,
121,32,569,307,
121,57,569,339,
121,89,569,371,
121,121,569,396,
121,147,569,428,
121,179,569,460,
121,211,569,492,
121,243,569,518,
121,268,569,550,
121,300,569,582,
121,332,569,608,
121,358,569,640,
166,0,614,281,
166,32,614,307,
166,57,614,339,
166,89,614,371,
166,121,614,396,
166,147,614,428,
166,179,614,460,
166,211,614,492,
166,243,614,518,
166,268,614,550,
166,300,614,582,
166,332,614,608,
166,358,614,640,
192,0,640,281,
192,32,640,307,
192,57,640,339,
192,89,640,371,
192,121,640,396,
192,147,640,428,
192,179,640,460,
192,211,640,492,
192,243,640,518,
192,268,640,550,
192,300,640,582,
192,332,640,608,
192,358,640,640,
32,44,608,409,
32,140,608,499,
32,230,608,595,
64,44,640,409,
64,115,640,473,
64,140,640,499,
64,166,640,524,
64,230,640,595,
32,44,544,364,
32,115,544,435,
32,204,544,524,
32,275,544,595,
64,25,576,345,
64,44,576,364,
64,70,576,390,
64,89,576,409,
64,115,576,435,
64,134,576,454,
64,185,576,505,
64,204,576,524,
64,230,576,550,
64,249,576,569,
64,275,576,595,
64,294,576,614,
96,44,608,364,
96,115,608,435,
96,204,608,524,
96,275,608,595,
32,70,480,352,
32,166,480,448,
32,192,480,473,
32,288,480,569,
64,51,512,326,
64,70,512,352,
64,166,512,448,
64,192,512,473,
64,288,512,569,
64,313,512,588,
128,70,576,352,
128,166,576,448,
128,192,576,473,
128,288,576,569,
160,70,608,352,
160,166,608,448,
160,192,608,473,
160,288,608,569,
70,236,518,518,
140,236,588,518,
32,19,608,377,
32,262,608,620,
64,19,640,377,
64,262,640,620,
32,19,544,339,
32,140,544,460,
32,179,544,499,
32,300,544,620,
96,19,608,339,
96,140,608,460,
96,179,608,499,
96,300,608,620,
64,19,512,300,
64,108,512,390,
64,249,512,531,
64,339,512,620,
0,0,396,640,
19,0,422,640,
44,0,441,640,
64,0,467,640,
89,0,486,640,
108,0,512,640,
153,0,550,640,
172,0,576,640,
198,0,595,640,
217,0,620,640,
243,0,640,640,
0,0,358,576,
0,32,358,608,
0,64,358,640,
25,0,384,576,
25,32,384,608,
25,64,384,640,
44,0,409,576,
44,32,409,608,
44,64,409,640,
70,0,428,576,
70,32,428,608,
70,64,428,640,
96,0,454,576,
96,32,454,608,
96,64,454,640,
115,0,473,576,
115,32,473,608,
115,64,473,640,
140,0,499,576,
140,32,499,608,
140,64,499,640,
166,0,524,576,
166,32,524,608,
166,64,524,640,
185,0,544,576,
185,32,544,608,
185,64,544,640,
211,0,569,576,
211,32,569,608,
211,64,569,640,
230,0,595,576,
230,32,595,608,
230,64,595,640,
256,0,614,576,
256,32,614,608,
256,64,614,640,
281,0,640,576,
281,32,640,608,
281,64,640,640,
0,0,320,512,
0,32,320,544,
0,64,320,576,
0,96,320,608,
0,128,320,640,
25,0,345,512,
25,32,345,544,
25,64,345,576,
25,96,345,608,
25,128,345,640,
44,0,364,512,
44,32,364,544,
44,64,364,576,
44,96,364,608,
44,128,364,640,
70,0,390,512,
70,32,390,544,
70,64,390,576,
70,96,390,608,
70,128,390,640,
89,0,409,512,
89,32,409,544,
89,64,409,576,
89,96,409,608,
89,128,409,640,
115,0,435,512,
115,32,435,544,
115,64,435,576,
115,96,435,608,
115,128,435,640,
134,0,454,512,
134,32,454,544,
134,64,454,576,
134,96,454,608,
134,128,454,640,
160,0,480,512,
160,32,480,544,
160,64,480,576,
160,96,480,608,
160,128,480,640,
185,0,505,512,
185,32,505,544,
185,64,505,576,
185,96,505,608,
185,128,505,640,
204,0,524,512,
204,32,524,544,
204,64,524,576,
204,96,524,608,
204,128,524,640,
230,0,550,512,
230,32,550,544,
230,64,550,576,
230,96,550,608,
230,128,550,640,
249,0,569,512,
249,32,569,544,
249,64,569,576,
249,96,569,608,
249,128,569,640,
275,0,595,512,
275,32,595,544,
275,64,595,576,
275,96,595,608,
275,128,595,640,
294,0,614,512,
294,32,614,544,
294,64,614,576,
294,96,614,608,
294,128,614,640,
320,0,640,512,
320,32,640,544,
320,64,640,576,
320,96,640,608,
320,128,640,640,
0,0,281,448,
0,32,281,480,
0,64,281,512,
0,96,281,544,
0,128,281,576,
0,160,281,608,
0,192,281,640,
25,0,300,448,
25,32,300,480,
25,64,300,512,
25,96,300,544,
25,128,300,576,
25,160,300,608,
25,192,300,640,
44,0,326,448,
44,32,326,480,
44,64,326,512,
44,96,326,544,
44,128,326,576,
44,160,326,608,
44,192,326,640,
70,0,345,448,
70,32,345,480,
70,64,345,512,
70,96,345,544,
70,128,345,576,
70,160,345,608,
70,192,345,640,
89,0,371,448,
89,32,371,480,
89,64,371,512,
89,96,371,544,
89,128,371,576,
89,160,371,608,
89,192,371,640,
115,0,390,448,
115,32,390,480,
115,64,390,512,
115,96,390,544,
115,128,390,576,
115,160,390,608,
115,192,390,640,
134,0,416,448,
134,32,416,480,
134,64,416,512,
134,96,416,544,
134,128,416,576,
134,160,416,608,
134,192,416,640,
160,0,435,448,
160,32,435,480,
160,64,435,512,
160,96,435,544,
160,128,435,576,
160,160,435,608,
160,192,435,640,
179,0,460,448,
179,32,460,480,
179,64,460,512,
179,96,460,544,
179,128,460,576,
179,160,460,608,
179,192,460,640,
204,0,480,448,
204,32,480,480,
204,64,480,512,
204,96,480,544,
204,128,480,576,
204,160,480,608,
204,192,480,640,
224,0,505,448,
224,32,505,480,
224,64,505,512,
224,96,505,544,
224,128,505,576,
224,160,505,608,
224,192,505,640,
249,0,524,448,
249,32,524,480,
249,64,524,512,
249,96,524,544,
249,128,524,576,
249,160,524,608,
249,192,524,640,
268,0,550,448,
268,32,550,480,
268,64,550,512,
268,96,550,544,
268,128,550,576,
268,160,550,608,
268,192,550,640,
294,0,569,448,
294,32,569,480,
294,64,569,512,
294,96,569,544,
294,128,569,576,
294,160,569,608,
294,192,569,640,
313,0,595,448,
313,32,595,480,
313,64,595,512,
313,96,595,544,
313,128,595,576,
313,160,595,608,
313,192,595,640,
339,0,614,448,
339,32,614,480,
339,64,614,512,
339,96,614,544,
339,128,614,576,
339,160,614,608,
339,192,614,640,
358,0,640,448,
358,32,640,480,
358,64,640,512,
358,96,640,544,
358,128,640,576,
358,160,640,608,
358,192,640,640,
57,51,339,499,
57,140,339,588,
147,51,428,499,
147,140,428,588,
211,51,492,499,
211,140,492,588,
300,51,582,499,
300,140,582,588,
57,19,339,467,
57,172,339,620,
147,19,428,467,
147,172,428,620,
211,19,492,467,
211,172,492,620,
300,19,582,467,
300,172,582,620,
